Gender,Grade_Level,Study_Hours,Attendance (%),Exam_Score,Extra_Curricular,Internet_Access,Daily_Screen_Time,Part_Time_Job,Parent_Education_High School,Parent_Education_Master's,Parent_Education_PhD,Satisfaction_Level_Satisfied,Satisfaction_Level_Unsatisfied,Satisfaction_Level_Very Satisfied,Health_Status_Excellent,Health_Status_Good,Health_Status_Poor
1,10,2,94,92,1,1,3,0,0,0,0,1,0,0,0,1,0
0,10,1,90,85,1,1,3,1,0,0,1,0,1,0,0,1,0
1,12,2,98,72,1,0,4,0,0,0,0,0,0,1,0,1,0
1,11,3,83,75,1,1,4,0,0,1,0,1,0,0,0,1,0
1,11,1,70,98,1,1,2,0,0,1,0,0,0,1,0,0,0
1,9,1,75,42,0,1,6,0,1,0,0,0,1,0,0,0,0
1,12,2,71,99,1,1,4,0,0,0,1,0,0,1,0,1,0
0,11,4,78,100,1,1,5,0,0,1,0,1,0,0,0,0,0
0,11,4,81,37,1,1,3,0,0,0,1,1,0,0,0,0,0
1,11,6,71,50,1,1,5,0,0,0,0,0,0,0,0,0,0
1,10,4,100,95,0,1,3,0,1,0,0,1,0,0,0,0,0
0,11,3,90,87,1,1,4,0,0,0,0,0,0,1,0,0,1
1,9,4,87,76,0,1,2,0,1,0,0,1,0,0,1,0,0
0,12,2,77,70,1,1,2,0,0,1,0,0,0,1,1,0,0
1,10,0,84,60,1,1,5,0,0,0,1,1,0,0,0,0,0
0,12,1,86,95,0,1,3,0,0,1,0,1,0,0,0,0,1
1,10,4,69,60,1,1,2,0,0,0,0,0,0,1,0,1,0
1,9,4,75,71,1,1,3,0,0,0,0,1,0,0,0,0,0
1,11,3,75,76,1,1,5,1,0,0,1,0,0,0,0,0,0
0,9,1,78,79,0,0,3,1,0,0,0,1,0,0,0,0,1
0,10,0,89,74,1,1,3,0,0,1,0,1,0,0,0,0,0
1,10,3,87,95,0,1,4,0,0,0,0,1,0,0,0,1,0
1,11,3,80,76,1,0,1,0,0,1,0,1,0,0,1,0,0
1,9,3,85,75,0,1,1,0,1,0,0,1,0,0,0,0,0
0,10,1,78,53,1,1,4,0,0,1,0,1,0,0,0,0,0
1,12,5,72,64,0,1,2,0,0,0,1,1,0,0,0,0,0
0,12,1,93,70,1,1,5,0,1,0,0,0,0,1,0,0,1
0,11,4,78,79,0,0,5,0,0,0,0,1,0,0,1,0,0
1,12,1,100,57,1,1,5,0,0,0,0,1,0,0,0,1,0
0,10,3,91,81,1,1,6,0,0,0,0,1,0,0,0,1,0
0,12,2,83,75,1,1,3,0,1,0,0,1,0,0,0,1,0
1,11,2,94,100,1,1,4,0,1,0,0,0,0,0,1,0,0
0,10,2,71,73,1,1,3,0,1,0,0,0,1,0,1,0,0
0,12,6,76,99,0,1,7,1,1,0,0,0,0,1,0,0,1
1,11,5,79,83,0,1,6,0,0,0,1,1,0,0,0,0,0
1,10,5,81,71,1,1,4,0,0,0,0,1,0,0,0,1,0
0,11,2,74,65,0,0,4,1,0,0,0,0,1,0,0,0,0
0,12,1,85,63,1,1,6,0,0,0,1,0,0,0,1,0,0
0,9,3,69,79,1,1,3,0,1,0,0,1,0,0,0,1,0
0,11,4,65,80,0,1,3,0,0,0,0,0,0,1,1,0,0
0,10,4,72,100,0,1,5,0,0,0,1,1,0,0,0,0,0
0,11,3,77,74,0,1,4,0,1,0,0,0,1,0,1,0,0
1,11,3,85,83,1,0,4,0,0,0,0,0,1,0,0,0,0
0,11,1,86,53,0,1,2,0,0,1,0,1,0,0,1,0,0
1,10,2,75,63,1,1,1,0,0,0,1,1,0,0,0,0,0
0,11,4,95,84,1,1,4,0,0,1,0,0,0,0,0,1,0
0,9,1,81,93,1,1,5,0,1,0,0,0,0,0,0,1,0
0,12,3,100,80,0,1,3,0,0,0,0,0,0,0,0,1,0
1,11,3,81,77,0,1,6,0,0,0,1,1,0,0,0,1,0
0,11,2,92,89,0,1,2,0,0,0,0,1,0,0,1,0,0
0,11,1,71,47,1,1,2,0,0,0,0,0,1,0,0,1,0
0,9,3,73,42,1,1,3,0,0,0,1,1,0,0,0,1,0
1,12,3,100,74,1,0,3,0,0,0,0,1,0,0,0,0,1
1,9,4,85,73,1,1,5,1,0,0,0,0,0,0,1,0,0
0,10,4,82,79,1,1,2,0,0,1,0,0,0,0,0,1,0
1,10,3,78,89,0,1,6,0,1,0,0,1,0,0,0,1,0
1,12,2,77,83,1,1,6,0,0,1,0,1,0,0,0,0,1
0,9,1,85,74,1,0,3,0,0,1,0,1,0,0,0,1,0
0,12,4,89,74,1,1,5,1,0,0,0,1,0,0,0,0,1
1,12,4,98,83,1,1,2,0,0,0,1,1,0,0,0,0,1
0,11,3,71,59,1,1,5,0,0,1,0,0,0,0,0,1,0
1,11,2,78,72,0,1,5,1,0,0,0,0,0,0,0,0,0
0,11,3,90,73,0,1,5,0,0,1,0,1,0,0,0,0,0
0,11,3,85,45,0,1,3,1,0,0,0,1,0,0,0,1,0
0,11,1,83,56,1,1,1,0,1,0,0,1,0,0,0,0,1
0,12,3,100,93,1,1,3,0,0,1,0,0,0,1,0,0,0
1,11,2,99,77,1,1,3,0,1,0,0,0,0,1,0,0,0
1,11,2,78,70,0,1,2,0,0,0,1,1,0,0,0,1,0
0,10,2,86,77,0,1,4,0,1,0,0,1,0,0,0,1,0
0,10,3,89,92,1,1,3,0,1,0,0,1,0,0,0,1,0
1,10,4,70,36,1,1,2,0,1,0,0,0,0,1,0,0,0
1,10,4,71,71,1,1,2,0,1,0,0,1,0,0,0,0,1
0,9,1,66,83,0,1,2,0,0,1,0,0,0,0,0,0,1
1,12,4,79,36,0,1,5,0,0,1,0,0,0,1,0,1,0
0,12,2,88,52,1,1,3,0,0,1,0,1,0,0,1,0,0
0,11,3,84,83,1,1,3,0,0,0,0,0,1,0,0,0,0
1,10,3,75,92,1,1,3,0,0,0,0,1,0,0,0,0,0
1,10,2,84,61,1,1,4,0,0,0,0,0,0,1,0,0,0
1,12,2,76,72,1,1,4,1,0,1,0,0,0,0,0,1,0
0,9,5,71,50,1,1,1,0,1,0,0,1,0,0,0,1,0
1,11,5,82,64,0,1,5,0,0,0,0,0,0,1,0,1,0
0,10,4,78,100,0,1,6,1,0,0,1,1,0,0,1,0,0
1,9,4,80,100,1,1,2,1,0,0,0,1,0,0,0,1,0
0,10,2,92,79,0,1,2,1,1,0,0,1,0,0,0,0,0
0,10,4,100,75,1,1,3,0,1,0,0,0,0,1,0,0,0
0,12,1,89,64,1,1,2,0,0,0,0,0,1,0,0,1,0
1,10,6,86,69,1,1,4,0,0,0,1,1,0,0,0,1,0
1,9,3,71,60,1,1,1,0,0,0,0,0,0,0,0,1,0
0,11,4,78,59,1,1,2,0,0,0,0,1,0,0,0,1,0
1,11,3,96,85,1,1,6,0,0,1,0,1,0,0,0,1,0
1,9,4,77,53,1,1,2,1,0,0,0,0,0,0,1,0,0
0,9,5,81,71,0,1,5,0,0,1,0,0,0,1,0,1,0
0,10,4,90,81,1,1,4,0,1,0,0,0,0,0,0,1,0
1,12,6,78,88,1,1,1,1,0,1,0,1,0,0,0,0,0
0,12,3,87,97,1,1,4,0,0,1,0,0,0,1,0,1,0
1,10,3,90,91,0,1,3,0,0,1,0,1,0,0,1,0,0
1,12,2,76,59,1,1,3,1,0,0,0,1,0,0,0,0,0
1,9,0,100,58,0,1,4,1,0,1,0,0,0,1,0,1,0
1,10,2,82,79,1,1,4,1,1,0,0,0,0,1,0,1,0
0,9,4,93,66,1,1,5,0,0,1,0,1,0,0,0,0,1
0,9,2,87,71,1,1,5,0,0,0,1,1,0,0,0,1,0
1,12,5,89,86,1,0,4,0,1,0,0,1,0,0,0,0,0
1,12,3,96,77,1,1,1,0,0,1,0,1,0,0,1,0,0
1,12,1,88,65,1,1,3,0,0,0,0,0,1,0,1,0,0
1,9,2,90,93,1,0,8,0,1,0,0,1,0,0,0,0,0
1,9,3,88,100,1,1,5,1,0,0,1,0,1,0,0,0,0
0,9,3,100,83,1,1,7,0,0,0,0,0,0,0,0,1,0
1,12,0,92,80,0,1,6,0,0,0,0,0,0,1,0,0,0
0,12,4,91,72,1,1,4,0,0,0,0,1,0,0,0,0,1
1,11,1,82,62,0,1,4,0,1,0,0,0,0,1,0,1,0
0,10,2,90,100,0,1,3,1,0,1,0,0,0,0,0,0,0
1,9,3,73,81,1,1,1,0,0,0,1,1,0,0,0,0,0
0,12,4,78,72,1,1,4,0,0,1,0,0,0,0,1,0,0
0,10,3,77,84,1,1,5,0,0,0,0,0,0,1,1,0,0
1,9,2,89,61,0,1,3,0,0,1,0,1,0,0,0,1,0
1,10,2,92,69,0,1,4,0,1,0,0,0,0,0,1,0,0
1,12,5,81,78,0,1,5,0,0,0,0,1,0,0,0,0,0
1,10,4,70,48,0,1,2,0,0,1,0,1,0,0,0,0,0
1,10,0,97,66,0,0,3,0,0,1,0,1,0,0,0,0,0
1,11,6,79,77,1,1,2,0,1,0,0,0,0,1,0,1,0
0,11,5,100,100,1,1,2,0,1,0,0,0,0,1,1,0,0
1,12,4,95,83,0,1,2,0,0,0,0,0,1,0,0,1,0
1,12,4,79,62,1,1,2,0,0,0,0,0,1,0,1,0,0
0,12,2,83,68,1,1,6,0,0,1,0,1,0,0,0,1,0
0,12,4,94,76,0,0,2,1,1,0,0,1,0,0,0,0,0
0,10,5,73,72,1,1,4,0,0,1,0,1,0,0,0,1,0
1,12,1,66,73,0,1,3,0,0,0,1,1,0,0,0,0,1
0,10,2,100,84,0,1,5,0,0,0,0,0,0,0,0,0,1
0,9,1,100,93,1,1,5,0,0,0,1,0,0,1,0,1,0
1,10,3,82,60,0,1,5,0,1,0,0,1,0,0,0,1,0
1,9,2,95,100,1,1,4,0,1,0,0,1,0,0,0,1,0
1,12,5,80,58,1,1,3,0,1,0,0,0,0,1,0,1,0
0,9,3,67,79,1,1,2,0,1,0,0,0,0,0,0,0,0
1,12,2,80,51,1,1,6,0,0,0,1,1,0,0,0,1,0
1,12,3,79,57,1,1,2,0,0,0,1,1,0,0,0,1,0
0,12,0,84,100,1,1,5,0,0,0,0,1,0,0,0,0,0
0,11,5,80,65,1,1,5,0,0,0,0,0,0,1,1,0,0
0,9,3,75,79,1,1,3,1,0,1,0,1,0,0,0,1,0
0,10,4,97,73,0,1,5,0,0,0,0,1,0,0,0,1,0
1,10,2,76,62,0,0,5,0,1,0,0,1,0,0,1,0,0
0,11,2,88,88,1,1,6,0,1,0,0,1,0,0,1,0,0
0,10,1,99,70,1,0,3,0,0,0,0,1,0,0,1,0,0
0,11,2,77,38,1,1,2,0,0,1,0,1,0,0,0,0,0
0,12,4,92,70,1,0,3,0,1,0,0,1,0,0,0,0,1
1,10,3,90,51,0,1,4,1,0,1,0,1,0,0,0,0,0
1,9,2,92,56,0,0,4,0,0,1,0,0,1,0,0,0,0
1,9,3,71,81,1,1,3,0,0,0,0,0,0,1,1,0,0
1,9,2,68,92,1,1,1,0,0,1,0,0,1,0,0,1,0
0,11,1,76,78,1,0,4,0,1,0,0,1,0,0,0,0,1
0,12,4,74,75,0,1,6,0,1,0,0,1,0,0,0,0,0
0,9,3,91,77,1,1,4,0,1,0,0,1,0,0,0,0,0
0,9,2,76,76,0,1,4,0,0,0,0,1,0,0,0,1,0
0,10,1,55,81,0,0,4,0,1,0,0,0,1,0,0,1,0
1,10,4,61,59,1,1,4,0,1,0,0,1,0,0,1,0,0
0,11,3,100,75,1,1,5,0,0,1,0,0,1,0,1,0,0
0,12,1,83,95,0,1,4,0,0,0,0,0,0,1,0,0,0
1,11,2,77,67,1,1,3,1,0,1,0,0,0,1,0,0,0
1,9,1,86,99,1,1,2,0,0,0,0,1,0,0,0,0,0
0,9,3,82,70,1,1,3,0,0,1,0,1,0,0,0,0,0
1,12,0,93,73,0,1,4,0,0,1,0,1,0,0,1,0,0
0,9,2,100,79,0,0,3,0,0,0,1,0,0,1,0,1,0
1,10,1,80,92,0,1,4,0,0,0,1,1,0,0,0,1,0
0,11,3,70,88,0,1,4,0,1,0,0,0,1,0,0,1,0
0,9,2,100,91,0,1,5,0,1,0,0,0,0,1,0,0,1
1,10,2,97,76,0,1,5,0,0,0,0,1,0,0,0,0,1
0,9,4,89,62,1,1,4,0,0,0,0,1,0,0,0,1,0
0,11,2,95,69,1,1,2,0,0,0,0,1,0,0,0,1,0
1,11,2,75,81,0,1,3,1,1,0,0,1,0,0,0,0,0
1,11,6,74,75,0,1,4,0,0,1,0,1,0,0,0,1,0
0,11,5,84,81,0,1,1,0,1,0,0,0,0,0,1,0,0
0,12,1,89,72,1,1,6,0,1,0,0,1,0,0,0,1,0
0,12,4,96,100,0,1,4,0,1,0,0,1,0,0,0,1,0
0,9,3,88,77,0,1,4,0,0,1,0,0,0,0,0,1,0
1,9,2,88,70,1,1,6,0,1,0,0,0,0,0,0,1,0
1,12,3,98,59,1,1,3,0,0,0,0,0,0,0,0,1,0
1,11,4,98,73,1,1,4,0,0,0,0,1,0,0,1,0,0
1,10,0,78,94,1,1,3,1,1,0,0,1,0,0,0,0,0
0,9,2,75,67,1,1,3,0,1,0,0,1,0,0,0,1,0
1,11,4,90,71,1,1,2,0,0,0,1,0,1,0,0,0,0
0,12,2,81,61,1,1,6,0,0,1,0,1,0,0,0,0,0
1,10,5,81,93,0,1,3,0,0,1,0,0,0,0,0,1,0
0,11,5,94,68,0,1,5,0,0,0,0,0,0,0,1,0,0
1,12,3,84,61,0,1,1,1,0,0,0,0,0,0,0,0,0
1,11,3,73,92,1,1,5,0,0,0,0,0,0,0,0,0,0
0,10,2,87,79,1,1,5,0,0,0,0,0,0,0,0,0,0
1,12,2,90,67,0,1,4,0,0,0,0,1,0,0,0,1,0
0,12,4,71,76,1,1,3,0,0,0,0,0,0,1,0,0,0
1,11,5,74,64,0,1,4,0,0,0,0,0,0,1,0,0,0
1,12,3,86,80,0,1,7,0,0,0,0,0,0,1,0,1,0
0,11,3,91,91,1,1,1,1,0,1,0,1,0,0,0,0,1
1,11,3,82,85,0,1,5,0,0,0,0,0,0,1,0,1,0
0,11,5,83,60,1,1,2,0,1,0,0,1,0,0,0,1,0
1,9,4,83,42,1,1,3,0,0,0,1,1,0,0,0,0,0
1,12,4,79,73,0,1,3,0,0,1,0,0,0,1,0,1,0
1,12,3,86,85,1,1,3,0,0,1,0,0,0,0,0,1,0
0,10,2,90,71,0,1,3,0,0,0,0,0,0,0,0,1,0
0,12,4,91,60,1,1,2,0,1,0,0,0,0,1,0,1,0
0,12,4,79,87,1,1,5,0,0,0,0,0,0,1,0,0,0
0,9,3,100,71,1,1,1,1,0,1,0,1,0,0,1,0,0
1,9,2,84,70,0,1,4,0,0,1,0,1,0,0,0,1,0
0,10,4,68,59,1,1,3,0,0,1,0,0,1,0,0,0,0
0,11,1,94,100,1,1,2,1,0,0,1,1,0,0,0,0,0
1,9,2,83,76,0,1,4,0,0,0,0,1,0,0,0,0,1
1,12,4,75,78,1,1,1,0,0,0,0,1,0,0,0,0,1
1,11,4,90,77,0,1,4,0,0,0,1,1,0,0,0,1,0
0,12,4,57,85,1,1,1,0,0,0,1,0,1,0,0,0,1
1,11,2,66,82,0,1,4,0,0,0,0,1,0,0,0,0,0
1,12,5,83,89,0,1,2,0,0,0,0,0,1,0,0,1,0
0,11,5,98,99,1,0,3,0,1,0,0,0,1,0,0,0,0
1,9,4,85,50,1,1,4,0,0,1,0,1,0,0,0,1,0
1,10,2,76,100,0,1,2,0,0,0,0,1,0,0,0,1,0
0,12,2,86,83,1,0,3,1,0,0,1,0,0,0,0,0,0
0,10,3,100,65,0,1,1,0,1,0,0,1,0,0,0,1,0
0,9,3,77,55,1,1,4,0,0,1,0,0,0,1,0,1,0
0,12,2,84,68,1,1,6,0,0,0,0,1,0,0,0,0,0
1,11,1,70,73,1,1,8,0,0,1,0,0,0,1,0,0,0
1,9,0,92,76,0,1,4,0,0,1,0,1,0,0,0,1,0
0,11,0,81,63,1,1,5,0,1,0,0,0,0,0,1,0,0
0,11,3,98,46,0,1,1,1,0,0,0,1,0,0,0,1,0
1,11,3,83,85,0,1,6,0,0,0,0,1,0,0,0,0,0
1,11,3,77,70,1,0,5,0,0,0,1,1,0,0,0,1,0
1,11,1,95,75,1,1,3,0,1,0,0,1,0,0,0,1,0
1,11,5,84,64,0,1,5,0,0,1,0,1,0,0,0,1,0
0,10,0,66,51,1,1,3,1,0,0,0,1,0,0,0,1,0
0,10,3,90,51,0,1,3,0,0,0,0,1,0,0,0,1,0
1,10,4,80,77,1,1,4,0,0,0,0,1,0,0,1,0,0
1,11,5,93,70,1,0,2,1,0,0,1,1,0,0,0,1,0
1,12,1,63,64,0,1,5,0,0,0,1,1,0,0,0,1,0
0,12,2,75,73,1,1,2,0,0,1,0,1,0,0,0,0,0
0,12,3,82,65,1,1,2,0,1,0,0,1,0,0,1,0,0
1,11,3,89,58,1,1,2,0,1,0,0,0,0,0,1,0,0
0,10,5,84,75,1,1,5,0,0,1,0,1,0,0,0,0,0
0,9,4,87,89,1,1,3,0,0,0,0,0,0,0,0,1,0
0,9,3,78,80,0,1,1,0,0,1,0,1,0,0,0,0,0
1,12,1,86,74,1,1,3,0,1,0,0,0,0,1,0,1,0
1,11,2,83,46,1,1,3,0,0,0,1,0,1,0,0,1,0
0,11,2,85,77,0,1,2,0,0,0,1,0,1,0,0,0,0
1,10,1,97,62,1,1,2,0,1,0,0,1,0,0,1,0,0
0,12,4,89,65,1,1,7,0,1,0,0,0,0,0,0,0,0
1,10,5,73,88,0,1,2,0,0,1,0,1,0,0,0,1,0
0,10,4,78,95,0,1,3,1,0,0,0,1,0,0,0,1,0
0,11,2,87,78,1,0,3,0,0,0,1,1,0,0,0,0,0
1,10,2,93,86,0,0,3,1,0,0,1,1,0,0,0,0,0
1,11,0,98,50,1,1,4,0,0,0,1,0,0,0,0,0,0
1,10,4,96,58,0,1,5,0,1,0,0,1,0,0,0,1,0
1,12,2,73,71,1,1,3,1,0,0,0,1,0,0,0,1,0
0,12,2,92,94,1,1,2,0,0,0,0,0,1,0,0,0,0
1,12,5,79,71,1,1,5,0,0,0,0,0,0,0,0,0,0
0,12,0,76,89,1,1,3,0,0,0,1,1,0,0,0,0,1
1,9,5,72,66,1,1,6,0,0,1,0,1,0,0,0,1,0
0,9,2,87,62,0,0,1,0,0,1,0,1,0,0,0,1,0
0,10,3,80,74,1,1,4,0,0,0,0,1,0,0,0,0,1
0,11,3,85,68,1,1,6,1,0,0,0,0,0,0,0,1,0
0,11,2,84,69,1,1,3,0,0,0,1,1,0,0,0,0,1
1,9,2,100,83,1,1,3,0,0,1,0,0,0,1,1,0,0
1,9,2,91,69,0,1,4,0,0,0,1,0,0,0,1,0,0
0,9,4,88,73,1,1,3,0,0,0,1,1,0,0,0,1,0
1,11,3,69,58,1,1,3,0,1,0,0,0,0,1,1,0,0
0,9,1,86,100,1,1,3,0,0,1,0,0,0,0,1,0,0
0,10,6,91,82,0,1,3,0,1,0,0,1,0,0,1,0,0
1,12,0,79,63,1,1,5,0,0,1,0,1,0,0,0,1,0
1,10,2,83,67,1,1,4,0,0,0,0,0,0,0,0,0,0
1,12,0,92,58,1,1,4,0,1,0,0,1,0,0,0,0,0
1,12,3,100,61,1,1,5,0,0,1,0,1,0,0,0,0,0
1,12,0,82,91,1,1,3,1,1,0,0,0,0,1,0,1,0
1,11,5,72,82,0,1,2,0,0,0,0,0,0,0,0,0,0
0,10,2,83,100,0,1,3,1,0,1,0,1,0,0,0,0,0
1,9,0,87,82,0,1,4,0,0,1,0,0,0,0,0,1,0
0,10,4,85,79,1,1,2,0,0,1,0,0,0,0,0,0,0
0,12,2,87,69,1,1,3,0,0,0,1,0,1,0,0,1,0
1,10,3,81,80,1,1,3,0,0,1,0,1,0,0,1,0,0
0,11,2,96,74,0,1,7,0,0,0,1,1,0,0,0,1,0
1,10,0,97,61,1,1,1,0,0,0,0,0,1,0,0,1,0
0,9,2,79,95,0,1,3,0,0,1,0,1,0,0,0,1,0
0,10,0,100,90,1,1,6,1,0,0,0,1,0,0,0,1,0
0,11,3,84,79,1,1,4,0,0,1,0,1,0,0,0,0,0
1,12,3,91,83,1,1,5,1,0,0,0,0,0,0,1,0,0
1,9,3,83,72,1,1,4,0,0,0,1,0,0,1,0,0,0
1,12,2,96,83,0,1,3,0,0,0,1,1,0,0,0,0,1
0,10,0,91,77,0,1,1,0,0,1,0,0,0,1,0,1,0
1,9,2,81,91,1,1,4,0,0,0,0,0,1,0,0,0,0
1,9,4,77,81,1,1,2,0,0,0,1,0,0,1,0,0,0
0,11,1,71,65,0,1,2,0,0,1,0,1,0,0,0,0,1
0,12,4,94,82,0,1,3,0,0,1,0,0,1,0,0,0,0
1,11,4,90,65,1,1,6,0,1,0,0,0,1,0,0,0,0
1,10,3,93,86,1,1,7,0,0,0,0,1,0,0,0,0,1
1,11,4,92,80,1,1,4,0,0,1,0,1,0,0,0,1,0
1,9,4,84,61,1,1,3,0,1,0,0,0,0,1,1,0,0
1,12,2,77,64,1,1,2,1,0,1,0,0,1,0,0,0,0
1,9,2,77,70,1,0,4,0,1,0,0,0,0,0,1,0,0
1,10,0,87,75,1,1,6,0,0,0,0,1,0,0,0,0,0
0,10,1,91,89,1,1,3,0,0,0,0,1,0,0,0,0,0
0,9,0,77,63,1,1,1,0,0,1,0,0,1,0,0,0,0
0,11,1,93,72,0,1,5,0,0,0,0,0,0,0,0,1,0
1,12,2,64,84,0,1,5,0,0,0,0,1,0,0,0,1,0
0,10,1,85,79,1,1,1,0,0,0,0,0,0,0,0,1,0
1,9,5,71,30,0,0,4,0,1,0,0,1,0,0,0,1,0
1,9,3,100,93,0,1,4,0,1,0,0,1,0,0,0,1,0
0,10,3,80,87,1,1,3,0,1,0,0,0,0,1,0,1,0
1,12,1,89,82,1,1,2,0,1,0,0,0,0,0,1,0,0
0,11,4,100,80,0,1,5,0,0,1,0,1,0,0,0,0,0
1,9,2,84,48,0,1,3,0,1,0,0,0,0,1,0,0,0
1,12,1,80,67,0,1,1,1,1,0,0,1,0,0,0,1,0
0,11,3,76,91,0,1,1,1,0,0,0,1,0,0,0,1,0
1,11,3,84,70,0,1,5,0,1,0,0,1,0,0,0,0,0
0,10,3,93,61,1,1,4,1,0,0,0,1,0,0,0,0,0
0,10,2,81,54,1,1,4,1,0,1,0,1,0,0,0,1,0
1,10,1,80,88,1,1,3,0,1,0,0,1,0,0,0,1,0
1,11,3,86,87,1,1,3,0,0,1,0,1,0,0,0,0,0
1,11,2,88,73,0,1,2,0,1,0,0,1,0,0,1,0,0
0,9,3,79,38,1,1,3,0,1,0,0,0,0,1,0,1,0
0,12,2,99,88,0,1,1,0,0,0,1,0,0,1,0,1,0
1,11,4,97,76,1,1,2,0,1,0,0,0,0,1,0,1,0
0,11,3,78,70,1,1,3,0,0,0,0,1,0,0,1,0,0
1,10,3,97,72,1,1,4,0,0,1,0,1,0,0,0,0,0
1,12,2,85,84,1,1,3,1,0,1,0,0,0,0,0,0,0
0,11,0,62,66,0,1,5,0,0,0,1,0,0,1,0,1,0
0,11,1,79,72,0,1,6,1,0,0,0,0,0,0,0,1,0
1,10,2,99,79,0,1,5,0,1,0,0,1,0,0,0,0,1
1,10,3,91,57,1,1,4,0,1,0,0,1,0,0,1,0,0
0,12,4,84,85,1,1,4,0,1,0,0,1,0,0,0,1,0
1,12,1,69,87,1,1,2,0,0,0,0,0,0,0,0,0,0
1,9,3,75,61,1,1,5,0,1,0,0,1,0,0,0,0,0
1,10,4,73,99,0,1,6,0,0,1,0,1,0,0,0,0,0
1,10,1,91,70,0,1,4,0,0,0,1,1,0,0,0,1,0
1,11,3,79,72,0,1,6,0,0,0,0,0,0,1,1,0,0
1,12,3,74,86,1,1,1,1,0,0,1,1,0,0,0,1,0
1,9,2,82,60,0,1,2,1,0,0,0,0,0,1,1,0,0
1,9,0,83,100,1,1,5,0,1,0,0,0,0,1,1,0,0
1,10,4,84,71,0,0,4,1,1,0,0,1,0,0,0,1,0
1,11,3,90,57,1,1,5,0,0,0,1,0,1,0,0,1,0
1,10,4,92,85,1,1,3,0,0,0,1,1,0,0,0,1,0
1,9,3,85,85,1,1,2,0,0,0,1,0,0,1,0,1,0
0,9,3,81,66,0,1,3,1,1,0,0,1,0,0,0,0,1
1,12,3,100,56,1,1,1,0,0,1,0,1,0,0,0,1,0
1,12,0,86,75,1,1,2,1,0,1,0,0,0,0,0,0,1
1,10,3,87,71,0,1,5,1,0,0,0,1,0,0,1,0,0
1,9,5,68,62,1,1,5,1,0,1,0,1,0,0,1,0,0
0,12,2,68,72,1,1,4,0,0,0,0,1,0,0,0,0,0
1,9,5,85,78,1,1,1,1,0,0,0,0,0,0,0,0,0
1,10,1,78,69,1,1,3,0,0,1,0,0,0,1,0,1,0
1,12,2,97,83,0,1,2,1,0,1,0,1,0,0,0,1,0
0,11,1,87,82,0,1,5,1,0,0,1,1,0,0,0,0,0
0,11,4,100,59,1,1,3,0,1,0,0,1,0,0,0,1,0
1,9,1,72,71,0,1,2,0,0,0,1,1,0,0,0,0,0
1,12,3,94,73,1,1,4,0,0,0,0,1,0,0,0,0,1
1,10,2,86,62,1,1,3,0,1,0,0,1,0,0,0,0,1
0,9,6,68,77,1,1,6,0,0,1,0,0,0,1,0,0,0
0,11,6,85,72,1,0,2,0,0,0,1,0,0,1,0,1,0
1,10,2,83,95,1,1,1,0,1,0,0,1,0,0,1,0,0
0,9,0,100,53,0,1,1,0,0,1,0,1,0,0,0,1,0
1,10,2,80,83,0,1,3,0,0,1,0,0,0,1,0,1,0
0,11,0,89,100,1,1,3,0,1,0,0,0,1,0,0,0,0
1,10,0,86,65,1,1,1,0,0,1,0,0,1,0,0,1,0
0,9,3,85,65,0,1,5,0,0,0,0,1,0,0,0,0,0
1,11,3,100,72,0,1,5,1,0,1,0,0,0,1,0,1,0
0,9,4,72,60,0,1,3,0,1,0,0,1,0,0,1,0,0
1,9,3,99,80,1,1,6,0,0,1,0,0,0,1,0,0,0
1,11,2,84,56,0,1,4,0,0,1,0,1,0,0,0,1,0
1,11,3,93,68,1,1,2,1,0,0,0,0,0,0,0,0,1
1,12,2,87,68,1,1,2,0,0,1,0,0,0,1,0,0,0
0,10,2,100,71,1,1,5,1,0,1,0,1,0,0,0,0,0
0,10,2,78,86,1,1,4,0,0,1,0,0,0,1,0,0,0
0,11,2,78,94,1,1,4,1,0,1,0,0,0,0,0,0,0
1,9,5,78,47,1,1,2,0,0,0,1,0,0,1,0,0,0
0,9,4,78,86,1,1,4,0,1,0,0,1,0,0,0,1,0
1,9,0,93,56,0,0,2,1,0,0,1,0,0,0,0,0,0
1,10,4,85,60,1,1,3,0,0,0,0,1,0,0,0,1,0
1,11,2,91,76,1,1,6,0,0,0,0,0,0,0,1,0,0
1,9,3,100,51,1,1,3,1,0,0,0,1,0,0,0,1,0
1,9,5,86,61,0,1,1,0,0,0,0,1,0,0,0,0,0
1,12,1,83,88,1,1,2,0,0,0,0,1,0,0,0,0,0
0,9,2,100,53,1,0,5,0,0,1,0,1,0,0,1,0,0
1,10,2,72,80,1,1,4,1,0,0,0,1,0,0,0,1,0
1,11,4,80,35,0,0,3,0,1,0,0,0,0,0,0,1,0
1,9,3,89,81,0,1,3,0,0,0,0,0,0,1,0,0,0
1,9,4,74,85,1,1,4,0,0,0,0,0,0,1,0,1,0
1,11,4,67,79,1,1,2,0,0,0,0,1,0,0,0,0,0
0,9,2,84,80,0,1,4,0,0,0,0,1,0,0,1,0,0
0,10,2,78,75,1,1,2,1,1,0,0,1,0,0,1,0,0
1,12,1,74,85,0,1,2,1,0,1,0,1,0,0,0,0,1
0,11,1,91,81,1,1,3,0,0,0,0,0,1,0,0,1,0
0,12,0,78,92,1,1,3,0,1,0,0,1,0,0,0,0,0
