Student_ID,Gender,Grade_Level,Study_Hours,Attendance (%),Exam_Score,Parent_Education,Satisfaction_Level,Extra_Curricular,Internet_Access,Daily_Screen_Time,Part_Time_Job,Health_Status
1316,Male,12,1.39,69,64,High School,Very Satisfied,Yes,Yes,1.99,No,Poor
1317,Female,9,2.93,87,71,Bachelor's,Neutral,Yes,Yes,2.89,No,Poor
1318,Male,12,3.53,72,96,PhD,Satisfied,No,Yes,3.83,No,Average
1319,Male,11,2.88,96,80,Bachelor's,Neutral,Yes,Yes,6.85,No,Excellent
1320,Female,11,3.69,90,81,Master's,Unsatisfied,Yes,Yes,3.83,No,Excellent
1321,Female,9,3.96,98,77,Bachelor's,Satisfied,Yes,Yes,5.63,Yes,Good
1322,Female,11,4.06,84,96,Bachelor's,Very Satisfied,Yes,Yes,4.06,No,Excellent
1323,Male,11,1.99,100,74,High School,Satisfied,Yes,Yes,3.27,No,Average
1324,Female,11,0.85,86,64,PhD,Satisfied,No,Yes,3.63,No,Excellent
1325,Female,10,4.26,78,68,Bachelor's,Very Satisfied,No,Yes,3.75,No,Average
1326,Female,12,0.17,80,38,Master's,Satisfied,Yes,Yes,4.91,Yes,Average
1327,Male,9,0.62,92,86,Master's,Satisfied,Yes,Yes,6.06,Yes,Average
1328,Female,9,3.64,75,74,Bachelor's,Neutral,Yes,Yes,4.54,No,Good
1329,Male,11,2.99,73,97,PhD,Satisfied,No,Yes,5.78,No,Good
1330,Male,10,4.32,82,75,High School,Neutral,Yes,Yes,2.55,No,Average
1331,Male,9,3.31,64,71,Master's,Very Satisfied,No,Yes,3.38,No,Excellent
1332,Male,12,1.98,74,70,High School,Neutral,Yes,Yes,2.91,No,Good
1333,Male,12,5.7,91,66,High School,Satisfied,No,Yes,4.47,No,Average
1334,Male,12,3.86,98,88,Master's,Satisfied,Yes,Yes,3.46,Yes,Good
1335,Female,10,3.09,78,85,Bachelor's,Satisfied,No,Yes,5.09,No,Good
1336,Female,10,3.59,93,84,Bachelor's,Very Satisfied,Yes,Yes,2.6,No,Excellent
1337,Female,12,4.57,79,94,Master's,Satisfied,No,Yes,4.06,No,Good
1338,Female,10,3.3,100,64,Master's,Very Satisfied,Yes,Yes,5.03,No,Good
1339,Male,11,5.6,86,65,High School,Satisfied,No,Yes,1,No,Average
1340,Female,9,2.27,81,81,Master's,Satisfied,No,Yes,7.18,No,Good
1341,Male,11,3.78,79,74,High School,Neutral,Yes,Yes,3.58,No,Excellent
1342,Female,10,6.21,100,81,Master's,Unsatisfied,No,Yes,1,No,Poor
1343,Male,12,3.06,86,84,PhD,Very Satisfied,Yes,Yes,4.24,No,Excellent
1344,Female,9,1.47,82,49,Bachelor's,Satisfied,Yes,Yes,4.05,No,Good
1345,Female,9,3.6,91,67,Bachelor's,Unsatisfied,Yes,Yes,3.88,No,Average
1346,Male,11,5.36,72,53,Master's,Neutral,Yes,No,5.49,Yes,Excellent
1347,Female,12,3.34,95,100,Master's,Neutral,No,Yes,5.12,No,Good
1348,Female,12,2.31,95,74,Master's,Very Satisfied,No,Yes,4.45,Yes,Average
1349,Male,11,2.74,93,84,High School,Neutral,Yes,Yes,4.68,Yes,Average
1350,Female,9,0.64,99,95,Master's,Neutral,Yes,Yes,3.84,Yes,Average
1351,Male,9,2.06,88,82,High School,Satisfied,No,Yes,6.66,No,Excellent
1352,Female,9,3.39,79,64,High School,Very Satisfied,No,Yes,1.78,No,Good
1353,Male,10,2.96,96,83,Master's,Neutral,Yes,No,4.21,No,Excellent
1354,Male,11,2.44,92,32,High School,Satisfied,No,Yes,4.1,No,Average
1355,Male,11,4.72,67,69,High School,Satisfied,Yes,Yes,5.22,No,Average
1356,Male,12,1.32,72,92,PhD,Unsatisfied,Yes,Yes,2.73,No,Poor
1357,Female,11,2.3,88,74,Bachelor's,Unsatisfied,No,Yes,1.38,Yes,Good
1358,Male,11,3.72,85,55,High School,Satisfied,Yes,Yes,4.24,No,Excellent
1359,Male,11,4.49,80,51,High School,Satisfied,Yes,Yes,4.42,No,Good
1360,Female,10,2.36,100,87,Master's,Satisfied,Yes,Yes,6.23,No,Average
1361,Female,10,2.48,81,70,Master's,Unsatisfied,No,Yes,2.09,Yes,Excellent
1362,Female,9,6.12,88,81,Bachelor's,Unsatisfied,No,Yes,5.73,No,Good
1363,Male,9,4.55,87,71,Bachelor's,Satisfied,Yes,Yes,7.55,No,Poor
1364,Female,12,2.71,84,74,Bachelor's,Satisfied,Yes,Yes,3.43,Yes,Excellent
1365,Male,11,4.09,85,85,Bachelor's,Satisfied,Yes,Yes,2.06,No,Average
1366,Female,11,2.88,85,45,High School,Satisfied,Yes,Yes,3.39,No,Average
1367,Female,12,4.37,88,89,PhD,Satisfied,Yes,Yes,4.02,No,Average
1368,Male,12,0,100,72,Master's,Satisfied,No,Yes,4.85,No,Good
1369,Female,9,4.66,74,84,Master's,Unsatisfied,Yes,No,3.11,No,Good
1370,Male,11,1.42,78,100,Bachelor's,Unsatisfied,Yes,Yes,6.33,No,Average
1371,Female,11,2.71,87,88,Bachelor's,Satisfied,Yes,Yes,2.33,No,Average
1372,Male,12,3.74,86,80,Bachelor's,Unsatisfied,Yes,Yes,1.39,No,Good
1373,Female,12,6.61,84,78,Bachelor's,Very Satisfied,No,Yes,5.66,No,Excellent
1374,Male,9,4.58,96,92,Master's,Satisfied,Yes,Yes,1,No,Good
1375,Male,9,3.96,73,99,High School,Satisfied,Yes,Yes,3.69,No,Average
1376,Female,9,1.28,88,63,High School,Neutral,Yes,Yes,8.68,Yes,Average
1377,Female,11,2.9,88,79,Bachelor's,Satisfied,Yes,Yes,3.98,Yes,Average
1378,Male,12,3.63,100,81,PhD,Satisfied,Yes,Yes,2.32,No,Average
1379,Male,10,2.63,94,92,Bachelor's,Satisfied,Yes,Yes,3.91,No,Good
1380,Female,10,1.16,90,85,PhD,Unsatisfied,Yes,Yes,3.92,Yes,Good
1381,Male,12,2.55,98,72,Bachelor's,Very Satisfied,Yes,No,4.24,No,Good
1382,Male,11,3.19,83,75,Master's,Satisfied,Yes,Yes,4.99,No,Good
1383,Male,11,1.36,70,98,Master's,Very Satisfied,Yes,Yes,2.44,No,Average
1384,Male,9,1.73,75,42,High School,Unsatisfied,No,Yes,6.53,No,Average
1385,Male,12,2.04,71,99,PhD,Very Satisfied,Yes,Yes,4.37,No,Good
1386,Female,11,4.51,78,100,Master's,Satisfied,Yes,Yes,5.09,No,Average
1387,Female,11,4.47,81,37,PhD,Satisfied,Yes,Yes,3.06,No,Average
1388,Male,11,6.44,71,50,Bachelor's,Neutral,Yes,Yes,5.93,No,Average
1389,Male,10,4.53,100,95,High School,Satisfied,No,Yes,3.61,No,Average
1390,Female,11,3.85,90,87,Bachelor's,Very Satisfied,Yes,Yes,4.42,No,Poor
1391,Male,9,4.14,87,76,High School,Satisfied,No,Yes,2.6,No,Excellent
1392,Female,12,2.91,77,70,Master's,Very Satisfied,Yes,Yes,2.5,No,Excellent
1393,Male,10,0.46,84,60,PhD,Satisfied,Yes,Yes,5.03,No,Average
1394,Female,12,1.34,86,95,Master's,Satisfied,No,Yes,3.33,No,Poor
1395,Male,10,4.38,69,60,Bachelor's,Very Satisfied,Yes,Yes,2.72,No,Good
1396,Male,9,4.41,75,71,Bachelor's,Satisfied,Yes,Yes,3.04,No,Average
1397,Male,11,3.83,75,76,PhD,Neutral,Yes,Yes,5.05,Yes,Average
1398,Female,9,1,78,79,Bachelor's,Satisfied,No,No,3.06,Yes,Poor
1399,Female,10,0.61,89,74,Master's,Satisfied,Yes,Yes,3.82,No,Average
1400,Male,10,3.83,87,95,Bachelor's,Satisfied,No,Yes,4.02,No,Good
1401,Male,11,3.19,80,76,Master's,Satisfied,Yes,No,1.12,No,Excellent
1402,Male,9,3.81,85,75,High School,Satisfied,No,Yes,1.79,No,Average
1403,Female,10,1.95,78,53,Master's,Satisfied,Yes,Yes,4.5,No,Average
1404,Male,12,5.62,72,64,PhD,Satisfied,No,Yes,2.89,No,Average
1405,Female,12,1.92,93,70,High School,Very Satisfied,Yes,Yes,5.59,No,Poor
1406,Female,11,4.87,78,79,Bachelor's,Satisfied,No,No,5.45,No,Excellent
1407,Male,12,1.75,100,57,Bachelor's,Satisfied,Yes,Yes,5.08,No,Good
1408,Female,10,3.46,91,81,Bachelor's,Satisfied,Yes,Yes,6.73,No,Good
1409,Female,12,2.72,83,75,High School,Satisfied,Yes,Yes,3.88,No,Good
1410,Male,11,2.78,94,100,High School,Neutral,Yes,Yes,4.97,No,Excellent
1411,Female,10,2.16,71,73,High School,Unsatisfied,Yes,Yes,3.12,No,Excellent
1412,Female,12,6.87,76,99,High School,Very Satisfied,No,Yes,7.68,Yes,Poor
1413,Male,11,5.52,79,83,PhD,Satisfied,No,Yes,6.98,No,Average
1414,Male,10,5.44,81,71,Bachelor's,Satisfied,Yes,Yes,4.02,No,Good
1415,Female,11,2.13,74,65,Bachelor's,Unsatisfied,No,No,4.58,Yes,Average
1416,Female,12,1.16,85,63,PhD,Neutral,Yes,Yes,6.04,No,Excellent
1417,Female,9,3.35,69,79,High School,Satisfied,Yes,Yes,3.78,No,Good
1418,Female,11,4.25,65,80,Bachelor's,Very Satisfied,No,Yes,3.02,No,Excellent
1419,Female,10,4.84,72,100,PhD,Satisfied,No,Yes,5.31,No,Average
1420,Female,11,3.63,77,74,High School,Unsatisfied,No,Yes,4.12,No,Excellent
1421,Male,11,3.84,85,83,Bachelor's,Unsatisfied,Yes,No,4.27,No,Average
1422,Female,11,1.62,86,53,Master's,Satisfied,No,Yes,2.75,No,Excellent
1423,Male,10,2.83,75,63,PhD,Satisfied,Yes,Yes,1.42,No,Average
1424,Female,11,4.85,95,84,Master's,Neutral,Yes,Yes,4.35,No,Good
1425,Female,9,1.36,81,93,High School,Neutral,Yes,Yes,5.36,No,Good
1426,Female,12,3.21,100,80,Bachelor's,Neutral,No,Yes,3.66,No,Good
1427,Male,11,3.29,81,77,PhD,Satisfied,No,Yes,6.15,No,Good
1428,Female,11,2.77,92,89,Bachelor's,Satisfied,No,Yes,2.94,No,Excellent
1429,Female,11,1.82,71,47,Bachelor's,Unsatisfied,Yes,Yes,2.42,No,Good
1430,Female,9,3.76,73,42,PhD,Satisfied,Yes,Yes,3.9,No,Good
1431,Male,12,3.58,100,74,Bachelor's,Satisfied,Yes,No,3.88,No,Poor
1432,Male,9,4.26,85,73,Bachelor's,Neutral,Yes,Yes,5.15,Yes,Excellent
1433,Female,10,4.38,82,79,Master's,Neutral,Yes,Yes,2.84,No,Good
1434,Male,10,3.48,78,89,High School,Satisfied,No,Yes,6.05,No,Good
1435,Male,12,2.74,77,83,Master's,Satisfied,Yes,Yes,6.95,No,Poor
1436,Female,9,1.65,85,74,Master's,Satisfied,Yes,No,3.94,No,Good
1437,Female,12,4.63,89,74,Bachelor's,Satisfied,Yes,Yes,5.87,Yes,Poor
1438,Male,12,4.23,98,83,PhD,Satisfied,Yes,Yes,2.42,No,Poor
1439,Female,11,3.02,71,59,Master's,Neutral,Yes,Yes,5.61,No,Good
1440,Male,11,2.54,78,72,Bachelor's,Neutral,No,Yes,5.57,Yes,Average
1441,Female,11,3.08,90,73,Master's,Satisfied,No,Yes,5.3,No,Average
1442,Female,11,3.73,85,45,Bachelor's,Satisfied,No,Yes,3.98,Yes,Good
1443,Female,11,1.59,83,56,High School,Satisfied,Yes,Yes,1,No,Poor
1444,Female,12,3.9,100,93,Master's,Very Satisfied,Yes,Yes,3.04,No,Average
1445,Male,11,2.68,99,77,High School,Very Satisfied,Yes,Yes,3.06,No,Average
1446,Male,11,2.49,78,70,PhD,Satisfied,No,Yes,2.53,No,Good
1447,Female,10,2.42,86,77,High School,Satisfied,No,Yes,4.18,No,Good
1448,Female,10,3,89,92,High School,Satisfied,Yes,Yes,3.37,No,Good
1449,Male,10,4.42,70,36,High School,Very Satisfied,Yes,Yes,2.76,No,Average
1450,Male,10,4.4,71,71,High School,Satisfied,Yes,Yes,2.41,No,Poor
1451,Female,9,1.24,66,83,Master's,Neutral,No,Yes,2.93,No,Poor
1452,Male,12,4.14,79,36,Master's,Very Satisfied,No,Yes,5.68,No,Good
1453,Female,12,2.18,88,52,Master's,Satisfied,Yes,Yes,3.01,No,Excellent
1454,Female,11,3.28,84,83,Bachelor's,Unsatisfied,Yes,Yes,3.23,No,Average
1455,Male,10,3.18,75,92,Bachelor's,Satisfied,Yes,Yes,3.31,No,Average
1456,Male,10,2.76,84,61,Bachelor's,Very Satisfied,Yes,Yes,4.51,No,Average
1457,Male,12,2.34,76,72,Master's,Neutral,Yes,Yes,4.68,Yes,Good
1458,Female,9,5.57,71,50,High School,Satisfied,Yes,Yes,1,No,Good
1459,Male,11,5.21,82,64,Bachelor's,Very Satisfied,No,Yes,5.53,No,Good
1460,Female,10,4.56,78,100,PhD,Satisfied,No,Yes,6.15,Yes,Excellent
1461,Male,9,4.02,80,100,Bachelor's,Satisfied,Yes,Yes,2.42,Yes,Good
1462,Female,10,2.09,92,79,High School,Satisfied,No,Yes,2.54,Yes,Average
1463,Female,10,4.95,100,75,High School,Very Satisfied,Yes,Yes,3.32,No,Average
1464,Female,12,1.87,89,64,Bachelor's,Unsatisfied,Yes,Yes,2.87,No,Good
1465,Male,10,6.02,86,69,PhD,Satisfied,Yes,Yes,4.34,No,Good
1466,Male,9,3.28,71,60,Bachelor's,Neutral,Yes,Yes,1.08,No,Good
1467,Female,11,4.8,78,59,Bachelor's,Satisfied,Yes,Yes,2.32,No,Good
1468,Male,11,3.8,96,85,Master's,Satisfied,Yes,Yes,6.31,No,Good
1469,Male,9,4.49,77,53,Bachelor's,Neutral,Yes,Yes,2.61,Yes,Excellent
1470,Female,9,5.25,81,71,Master's,Very Satisfied,No,Yes,5.87,No,Good
1471,Female,10,4.99,90,81,High School,Neutral,Yes,Yes,4.53,No,Good
1472,Male,12,6.25,78,88,Master's,Satisfied,Yes,Yes,1.29,Yes,Average
1473,Female,12,3.09,87,97,Master's,Very Satisfied,Yes,Yes,4.95,No,Good
1474,Male,10,3.76,90,91,Master's,Satisfied,No,Yes,3.82,No,Excellent
1475,Male,12,2.45,76,59,Bachelor's,Satisfied,Yes,Yes,3.32,Yes,Average
1476,Male,9,0.05,100,58,Master's,Very Satisfied,No,Yes,4.37,Yes,Good
1477,Male,10,2.67,82,79,High School,Very Satisfied,Yes,Yes,4.71,Yes,Good
1478,Female,9,4.22,93,66,Master's,Satisfied,Yes,Yes,5.06,No,Poor
1479,Female,9,2.75,87,71,PhD,Satisfied,Yes,Yes,5.77,No,Good
1480,Male,12,5.41,89,86,High School,Satisfied,Yes,No,4.61,No,Average
1481,Male,12,3.99,96,77,Master's,Satisfied,Yes,Yes,1.94,No,Excellent
1482,Male,12,1.05,88,65,Bachelor's,Unsatisfied,Yes,Yes,3.29,No,Excellent
1483,Male,9,2.21,90,93,High School,Satisfied,Yes,No,8.41,No,Average
1484,Male,9,3.03,88,100,PhD,Unsatisfied,Yes,Yes,5.09,Yes,Average
1485,Female,9,3.36,100,83,Bachelor's,Neutral,Yes,Yes,7.55,No,Good
1486,Male,12,0.36,92,80,Bachelor's,Very Satisfied,No,Yes,6.09,No,Average
1487,Female,12,4.93,91,72,Bachelor's,Satisfied,Yes,Yes,4.36,No,Poor
1488,Male,11,1.16,82,62,High School,Very Satisfied,No,Yes,4.45,No,Good
1489,Female,10,2.13,90,100,Master's,Neutral,No,Yes,3.95,Yes,Average
1490,Male,9,3.59,73,81,PhD,Satisfied,Yes,Yes,1.39,No,Average
1491,Female,12,4.79,78,72,Master's,Neutral,Yes,Yes,4.03,No,Excellent
1492,Female,10,3.02,77,84,Bachelor's,Very Satisfied,Yes,Yes,5.82,No,Excellent
1493,Male,9,2.82,89,61,Master's,Satisfied,No,Yes,3.1,No,Good
1494,Male,10,2.34,92,69,High School,Neutral,No,Yes,4.62,No,Excellent
1495,Male,12,5.59,81,78,Bachelor's,Satisfied,No,Yes,5.28,No,Average
1496,Male,10,4.4,70,48,Master's,Satisfied,No,Yes,2.64,No,Average
1497,Male,10,0.71,97,66,Master's,Satisfied,No,No,3.32,No,Average
1498,Male,11,6.84,79,77,High School,Very Satisfied,Yes,Yes,2.47,No,Good
1499,Female,11,5.31,100,100,High School,Very Satisfied,Yes,Yes,2.77,No,Excellent
1500,Male,12,4.81,95,83,Bachelor's,Unsatisfied,No,Yes,2.07,No,Good
1501,Male,12,4.17,79,62,Bachelor's,Unsatisfied,Yes,Yes,2.65,No,Excellent
1502,Female,12,2.99,83,68,Master's,Satisfied,Yes,Yes,6.13,No,Good
1503,Female,12,4.04,94,76,High School,Satisfied,No,No,2.63,Yes,Average
1504,Female,10,5.22,73,72,Master's,Satisfied,Yes,Yes,4.19,No,Good
1505,Male,12,1.92,66,73,PhD,Satisfied,No,Yes,3.25,No,Poor
1506,Female,10,2.82,100,84,Bachelor's,Neutral,No,Yes,5.77,No,Poor
1507,Female,9,1.46,100,93,PhD,Very Satisfied,Yes,Yes,5.97,No,Good
1508,Male,10,3.87,82,60,High School,Satisfied,No,Yes,5.3,No,Good
1509,Male,9,2.44,95,100,High School,Satisfied,Yes,Yes,4.46,No,Good
1510,Male,12,5.31,80,58,High School,Very Satisfied,Yes,Yes,3.65,No,Good
1511,Female,9,3.21,67,79,High School,Neutral,Yes,Yes,2.21,No,Average
1512,Male,12,2.78,80,51,PhD,Satisfied,Yes,Yes,6.92,No,Good
1513,Male,12,3.77,79,57,PhD,Satisfied,Yes,Yes,2.86,No,Good
1514,Female,12,0,84,100,Bachelor's,Satisfied,Yes,Yes,5,No,Average
1515,Female,11,5.49,80,65,Bachelor's,Very Satisfied,Yes,Yes,5.59,No,Excellent
1516,Female,9,3.7,75,79,Master's,Satisfied,Yes,Yes,3.17,Yes,Good
1517,Female,10,4.15,97,73,Bachelor's,Satisfied,No,Yes,5.56,No,Good
1518,Male,10,2.69,76,62,High School,Satisfied,No,No,5.15,No,Excellent
1519,Female,11,2.66,88,88,High School,Satisfied,Yes,Yes,6.59,No,Excellent
1520,Female,10,1.8,99,70,Bachelor's,Satisfied,Yes,No,3.3,No,Excellent
1521,Female,11,2.97,77,38,Master's,Satisfied,Yes,Yes,2.07,No,Average
1522,Female,12,4.33,92,70,High School,Satisfied,Yes,No,3.24,No,Poor
1523,Male,10,3.1,90,51,Master's,Satisfied,No,Yes,4.31,Yes,Average
1524,Male,9,2.21,92,56,Master's,Unsatisfied,No,No,4.09,No,Average
1525,Male,9,3.44,71,81,Bachelor's,Very Satisfied,Yes,Yes,3.41,No,Excellent
1526,Male,9,2.95,68,92,Master's,Unsatisfied,Yes,Yes,1.14,No,Good
1527,Female,11,1.9,76,78,High School,Satisfied,Yes,No,4.71,No,Poor
1528,Female,12,4.72,74,75,High School,Satisfied,No,Yes,6.96,No,Average
1529,Female,9,3.64,91,77,High School,Satisfied,Yes,Yes,4.7,No,Average
1530,Female,9,2.45,76,76,Bachelor's,Satisfied,No,Yes,4.91,No,Good
1531,Female,10,1.39,55,81,High School,Unsatisfied,No,No,4.86,No,Good
1532,Male,10,4.36,61,59,High School,Satisfied,Yes,Yes,4.6,No,Excellent
1533,Female,11,3.93,100,75,Master's,Unsatisfied,Yes,Yes,5.4,No,Excellent
1534,Female,12,1.91,83,95,Bachelor's,Very Satisfied,No,Yes,4.59,No,Average
1535,Male,11,2.03,77,67,Master's,Very Satisfied,Yes,Yes,3.53,Yes,Average
1536,Male,9,1.57,86,99,Bachelor's,Satisfied,Yes,Yes,2.81,No,Average
1537,Female,9,3.48,82,70,Master's,Satisfied,Yes,Yes,3.63,No,Average
1538,Male,12,0.66,93,73,Master's,Satisfied,No,Yes,4.47,No,Excellent
1539,Female,9,2.73,100,79,PhD,Very Satisfied,No,No,3.53,No,Good
1540,Male,10,1.87,80,92,PhD,Satisfied,No,Yes,4.47,No,Good
1541,Female,11,3.17,70,88,High School,Unsatisfied,No,Yes,4.66,No,Good
1542,Female,9,2,100,91,High School,Very Satisfied,No,Yes,5.25,No,Poor
1543,Male,10,2.33,97,76,Bachelor's,Satisfied,No,Yes,5.92,No,Poor
1544,Female,9,4.28,89,62,Bachelor's,Satisfied,Yes,Yes,4.12,No,Good
1545,Female,11,2.03,95,69,Bachelor's,Satisfied,Yes,Yes,2.04,No,Good
1546,Male,11,2.39,75,81,High School,Satisfied,No,Yes,3.48,Yes,Average
1547,Male,11,6.09,74,75,Master's,Satisfied,No,Yes,4.07,No,Good
1548,Female,11,5.12,84,81,High School,Neutral,No,Yes,1.25,No,Excellent
1549,Female,12,1.41,89,72,High School,Satisfied,Yes,Yes,6.08,No,Good
1550,Female,12,4.48,96,100,High School,Satisfied,No,Yes,4.21,No,Good
1551,Female,9,3.87,88,77,Master's,Neutral,No,Yes,4.57,No,Good
1552,Male,9,2.47,88,70,High School,Neutral,Yes,Yes,6.05,No,Good
1553,Male,12,3.25,98,59,Bachelor's,Neutral,Yes,Yes,3.05,No,Good
1554,Male,11,4.71,98,73,Bachelor's,Satisfied,Yes,Yes,4.86,No,Excellent
1555,Male,10,0,78,94,High School,Satisfied,Yes,Yes,3.84,Yes,Average
1556,Female,9,2.97,75,67,High School,Satisfied,Yes,Yes,3.72,No,Good
1557,Male,11,4.26,90,71,PhD,Unsatisfied,Yes,Yes,2.84,No,Average
1558,Female,12,2.45,81,61,Master's,Satisfied,Yes,Yes,6.5,No,Average
1559,Male,10,5.42,81,93,Master's,Neutral,No,Yes,3.44,No,Good
1560,Female,11,5.28,94,68,Bachelor's,Neutral,No,Yes,5.05,No,Excellent
1561,Male,12,3.61,84,61,Bachelor's,Neutral,No,Yes,1.19,Yes,Average
1562,Male,11,3.49,73,92,Bachelor's,Neutral,Yes,Yes,5.77,No,Average
1563,Female,10,2.3,87,79,Bachelor's,Neutral,Yes,Yes,5.58,No,Average
1564,Male,12,2.61,90,67,Bachelor's,Satisfied,No,Yes,4.15,No,Good
1565,Female,12,4.31,71,76,Bachelor's,Very Satisfied,Yes,Yes,3.66,No,Average
1566,Male,11,5.91,74,64,Bachelor's,Very Satisfied,No,Yes,4.6,No,Average
1567,Male,12,3.77,86,80,Bachelor's,Very Satisfied,No,Yes,7.43,No,Good
1568,Female,11,3.73,91,91,Master's,Satisfied,Yes,Yes,1.36,Yes,Poor
1569,Male,11,3.61,82,85,Bachelor's,Very Satisfied,No,Yes,5.17,No,Good
1570,Female,11,5.85,83,60,High School,Satisfied,Yes,Yes,2.63,No,Good
1571,Male,9,4.66,83,42,PhD,Satisfied,Yes,Yes,3.97,No,Average
1572,Male,12,4.27,79,73,Master's,Very Satisfied,No,Yes,3.63,No,Good
1573,Male,12,3.5,86,85,Master's,Neutral,Yes,Yes,3.36,No,Good
1574,Female,10,2.35,90,71,Bachelor's,Neutral,No,Yes,3.98,No,Good
1575,Female,12,4.11,91,60,High School,Very Satisfied,Yes,Yes,2.3,No,Good
1576,Female,12,4.63,79,87,Bachelor's,Very Satisfied,Yes,Yes,5.54,No,Average
1577,Female,9,3.55,100,71,Master's,Satisfied,Yes,Yes,1.31,Yes,Excellent
1578,Male,9,2.48,84,70,Master's,Satisfied,No,Yes,4.81,No,Good
1579,Female,10,4.2,68,59,Master's,Unsatisfied,Yes,Yes,3.51,No,Average
1580,Female,11,1.4,94,100,PhD,Satisfied,Yes,Yes,2.24,Yes,Average
1581,Male,9,2.84,83,76,Bachelor's,Satisfied,No,Yes,4.3,No,Poor
1582,Male,12,4.74,75,78,Bachelor's,Satisfied,Yes,Yes,1.66,No,Poor
1583,Male,11,4.46,90,77,PhD,Satisfied,No,Yes,4.06,No,Good
1584,Female,12,4.5,57,85,PhD,Unsatisfied,Yes,Yes,1.87,No,Poor
1585,Male,11,2.02,66,82,Bachelor's,Satisfied,No,Yes,4.69,No,Average
1586,Male,12,5.06,83,89,Bachelor's,Unsatisfied,No,Yes,2.61,No,Good
1587,Female,11,5.42,98,99,High School,Unsatisfied,Yes,No,3.32,No,Average
1588,Male,9,4.11,85,50,Master's,Satisfied,Yes,Yes,4.44,No,Good
1589,Male,10,2.63,76,100,Bachelor's,Satisfied,No,Yes,2.84,No,Good
1590,Female,12,2.74,86,83,PhD,Neutral,Yes,No,3.91,Yes,Average
1591,Female,10,3.07,100,65,High School,Satisfied,No,Yes,1.73,No,Good
1592,Female,9,3.29,77,55,Master's,Very Satisfied,Yes,Yes,4.95,No,Good
1593,Female,12,2.08,84,68,Bachelor's,Satisfied,Yes,Yes,6.65,No,Average
1594,Male,11,1.96,70,73,Master's,Very Satisfied,Yes,Yes,8.19,No,Average
1595,Male,9,0.74,92,76,Master's,Satisfied,No,Yes,4.14,No,Good
1596,Female,11,0.81,81,63,High School,Neutral,Yes,Yes,5.18,No,Excellent
1597,Female,11,3.48,98,46,Bachelor's,Satisfied,No,Yes,1.33,Yes,Good
1598,Male,11,3.17,83,85,Bachelor's,Satisfied,No,Yes,6.25,No,Average
1599,Male,11,3.32,77,70,PhD,Satisfied,Yes,No,5.16,No,Good
1600,Male,11,1.81,95,75,High School,Satisfied,Yes,Yes,3.27,No,Good
1601,Male,11,5.85,84,64,Master's,Satisfied,No,Yes,5.86,No,Good
1602,Female,10,0.73,66,51,Bachelor's,Satisfied,Yes,Yes,3.62,Yes,Good
1603,Female,10,3.4,90,51,Bachelor's,Satisfied,No,Yes,3.31,No,Good
1604,Male,10,4.34,80,77,Bachelor's,Satisfied,Yes,Yes,4.71,No,Excellent
1605,Male,11,5.42,93,70,PhD,Satisfied,Yes,No,2.4,Yes,Good
1606,Male,12,1.66,63,64,PhD,Satisfied,No,Yes,5.53,No,Good
1607,Female,12,2.68,75,73,Master's,Satisfied,Yes,Yes,2.42,No,Average
1608,Female,12,3.12,82,65,High School,Satisfied,Yes,Yes,2.42,No,Excellent
1609,Male,11,3.25,89,58,High School,Neutral,Yes,Yes,2.64,No,Excellent
1610,Female,10,5.12,84,75,Master's,Satisfied,Yes,Yes,5.14,No,Average
1611,Female,9,4.06,87,89,Bachelor's,Neutral,Yes,Yes,3.07,No,Good
1612,Female,9,3.43,78,80,Master's,Satisfied,No,Yes,1.98,No,Average
1613,Male,12,1.28,86,74,High School,Very Satisfied,Yes,Yes,3.09,No,Good
1614,Male,11,2.69,83,46,PhD,Unsatisfied,Yes,Yes,3.95,No,Good
1615,Female,11,2.18,85,77,PhD,Unsatisfied,No,Yes,2.23,No,Average
1616,Male,10,1.46,97,62,High School,Satisfied,Yes,Yes,2.27,No,Excellent
1617,Female,12,4.45,89,65,High School,Neutral,Yes,Yes,7.17,No,Average
1618,Male,10,5.66,73,88,Master's,Satisfied,No,Yes,2.71,No,Good
1619,Female,10,4.5,78,95,Bachelor's,Satisfied,No,Yes,3.52,Yes,Good
1620,Female,11,2.62,87,78,PhD,Satisfied,Yes,No,3.45,No,Average
1621,Male,10,2.8,93,86,PhD,Satisfied,No,No,3.37,Yes,Average
1622,Male,11,0.38,98,50,PhD,Neutral,Yes,Yes,4.93,No,Average
1623,Male,10,4.55,96,58,High School,Satisfied,No,Yes,5.42,No,Good
1624,Male,12,2.38,73,71,Bachelor's,Satisfied,Yes,Yes,3.54,Yes,Good
1625,Female,12,2.54,92,94,Bachelor's,Unsatisfied,Yes,Yes,2.15,No,Average
1626,Male,12,5.09,79,71,Bachelor's,Neutral,Yes,Yes,5.91,No,Average
1627,Female,12,0.47,76,89,PhD,Satisfied,Yes,Yes,3.86,No,Poor
1628,Male,9,5.42,72,66,Master's,Satisfied,Yes,Yes,6.6,No,Good
1629,Female,9,2.96,87,62,Master's,Satisfied,No,No,1,No,Good
1630,Female,10,3.64,80,74,Bachelor's,Satisfied,Yes,Yes,4.29,No,Poor
1631,Female,11,3.82,85,68,Bachelor's,Neutral,Yes,Yes,6.88,Yes,Good
